indicator,iso3,year,value,low,high,dim1,dim1_type,who_region,who_region_code,spatial_type,Date
SDGHIV,STP,2005,,,,SEX_MLE,SEX,Africa,AFR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,TKM,1998,,,,SEX_FMLE,SEX,Europe,EUR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,KEN,2020,0.48,0.31,0.75,SEX_BTSX,SEX,Africa,AFR,COUNTRY,2025-07-11T10:26:56.027+02:00
SDGHIV,BGR,1999,0.1,0.01,0.1,SEX_BTSX,SEX,Europe,EUR,COUNTRY,2025-07-11T10:26:56.027+02:00
SDGHIV,MAR,2017,0.1,0.1,0.1,SEX_BTSX,SEX,Eastern Mediterranean,EMR,COUNTRY,2025-07-11T10:26:56.027+02:00
SDGHIV,SAU,1996,0.1,0.1,0.1,SEX_MLE,SEX,Eastern Mediterranean,EMR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,LSO,2020,4.6,3.6,6.0,SEX_FMLE,SEX,Africa,AFR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,TGO,1993,2.4,1.8,3.1,SEX_MLE,SEX,Africa,AFR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,KHM,2020,0.15,0.13,0.16,SEX_MLE,SEX,Western Pacific,WPR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,ATG,2007,,,,SEX_BTSX,SEX,Americas,AMR,COUNTRY,2025-07-11T10:26:56.027+02:00
SDGHIV,PAN,1993,0.45,0.4,0.54,SEX_BTSX,SEX,Americas,AMR,COUNTRY,2025-07-11T10:26:56.027+02:00
SDGHIV,IRN,2016,,,,SEX_MLE,SEX,Eastern Mediterranean,EMR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,NIC,1992,,,,SEX_MLE,SEX,Americas,AMR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,URY,2000,,,,SEX_MLE,SEX,Americas,AMR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,JPN,2023,,,,SEX_BTSX,SEX,Western Pacific,WPR,COUNTRY,2025-07-11T10:26:56.027+02:00
SDGHIV,GAB,2016,1.2,0.77,1.7,SEX_BTSX,SEX,Africa,AFR,COUNTRY,2025-07-11T10:26:56.027+02:00
SDGHIV,MYS,1997,0.41,0.36,0.47,SEX_MLE,SEX,Western Pacific,WPR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,HRV,2015,0.1,0.1,0.1,SEX_MLE,SEX,Europe,EUR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,IRQ,2012,0.01,0.01,0.01,SEX_FMLE,SEX,Eastern Mediterranean,EMR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,TJK,2002,0.14,0.13,0.14,SEX_BTSX,SEX,Europe,EUR,COUNTRY,2025-07-11T10:26:56.027+02:00
SDGHIV,URY,2009,,,,SEX_BTSX,SEX,Americas,AMR,COUNTRY,2025-07-11T10:26:56.027+02:00
SDGHIV,DMA,2003,,,,SEX_BTSX,SEX,Americas,AMR,COUNTRY,2025-07-11T10:26:56.027+02:00
SDGHIV,USA,2007,,,,SEX_FMLE,SEX,Americas,AMR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,BHS,2003,0.92,0.76,1.1,SEX_MLE,SEX,Americas,AMR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,TKM,2020,,,,SEX_FMLE,SEX,Europe,EUR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,MEX,1993,0.12,0.11,0.14,SEX_BTSX,SEX,Americas,AMR,COUNTRY,2025-07-11T10:26:56.027+02:00
SDGHIV,BWA,1999,17.5,15.9,19.9,SEX_MLE,SEX,Africa,AFR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,FIN,2019,,,,SEX_FMLE,SEX,Europe,EUR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,GUY,2020,0.66,0.43,1.2,SEX_BTSX,SEX,Americas,AMR,COUNTRY,2025-07-11T10:26:56.027+02:00
SDGHIV,BEN,2018,0.21,0.14,0.3,SEX_FMLE,SEX,Africa,AFR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,KAZ,2016,0.15,0.13,0.16,SEX_FMLE,SEX,Europe,EUR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,EGY,2005,0.1,0.01,0.1,SEX_FMLE,SEX,Eastern Mediterranean,EMR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,SYR,2013,0.01,0.01,0.01,SEX_FMLE,SEX,Eastern Mediterranean,EMR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,IRL,2012,0.1,0.1,0.1,SEX_FMLE,SEX,Europe,EUR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,SYC,2003,,,,SEX_BTSX,SEX,Africa,AFR,COUNTRY,2025-07-11T10:26:56.027+02:00
SDGHIV,SGP,1993,0.01,0.01,0.01,SEX_FMLE,SEX,Western Pacific,WPR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,BHS,1999,0.93,0.79,1.0,SEX_FMLE,SEX,Americas,AMR,COUNTRY,2025-07-17T09:52:45.3+02:00
SDGHIV,KAZ,2013,0.17,0.15,0.19,SEX_MLE,SEX,Europe,EUR,COUNTRY,2025-07-17T09:52:45.3+02:00
